,Unnamed: 0,From Date,PM2.5 (ug/m3),PM10 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),NO2 (ug/m3)
30508,35046,2023-01-31 23:00:00,44.67,96.08,0.08,0.68,22.4,8.58
30509,35047,2023-02-01 00:00:00,44.61,89.69,0.09,0.67,22.51,8.54
30510,35048,2023-02-01 01:00:00,40.51,87.03,0.04,0.66,24.64,8.25
30511,35049,2023-02-01 02:00:00,34.87,80.18,0.04,0.67,23.6,8.65
30512,35052,2023-02-01 05:00:00,27.47,57.56,0.02,0.68,25.3,9.33
30513,35053,2023-02-01 06:00:00,29.8,55.56,0.01,0.66,23.43,9.12
30514,35054,2023-02-01 07:00:00,34.52,65.67,0.02,0.67,26.13,8.19
30515,35055,2023-02-01 08:00:00,32.79,74.31,0.05,0.69,27.17,9.19
30516,35056,2023-02-01 09:00:00,32.17,73.1,0.85,0.69,27.64,7.76
30517,35057,2023-02-01 10:00:00,30.26,67.51,2.48,0.67,27.38,6.54
30518,35058,2023-02-01 11:00:00,22.43,74.93,2.42,0.68,28.39,5.71
30519,35059,2023-02-01 12:00:00,20.39,82.82,2.1,0.67,28.0,5.77
30520,35060,2023-02-01 13:00:00,24.18,83.94,2.45,0.67,28.46,4.15
30521,35061,2023-02-01 14:00:00,24.72,87.48,2.38,0.67,26.94,3.99
30522,35062,2023-02-01 15:00:00,21.31,81.75,2.95,0.68,31.91,4.34
30523,35063,2023-02-01 16:00:00,20.86,71.6,1.9,0.66,30.69,5.14
30524,35064,2023-02-01 17:00:00,18.83,64.09,1.94,0.66,28.99,6.35
30525,35065,2023-02-01 18:00:00,14.64,61.53,1.43,0.67,28.47,8.74
30526,35066,2023-02-01 19:00:00,17.88,76.55,1.63,0.67,25.45,12.14
30527,35067,2023-02-01 20:00:00,24.94,102.82,1.27,0.69,24.11,11.97
30528,35068,2023-02-01 21:00:00,37.93,135.38,1.43,0.68,22.04,12.16
30529,35069,2023-02-01 22:00:00,48.76,170.13,0.81,0.66,22.62,11.72
30530,35070,2023-02-01 23:00:00,49.12,169.31,0.74,0.67,24.92,11.54
30531,35071,2023-02-02 00:00:00,39.26,115.34,1.35,0.67,29.35,8.45
30532,35072,2023-02-02 01:00:00,33.61,82.73,1.6,0.67,30.61,8.58
30533,35073,2023-02-02 02:00:00,32.56,76.56,1.44,0.68,29.8,8.18
30534,35074,2023-02-02 03:00:00,28.18,70.5,0.88,0.65,30.05,8.54
30535,35075,2023-02-02 04:00:00,23.04,62.64,0.68,0.68,29.54,8.58
30536,35076,2023-02-02 05:00:00,20.93,60.74,0.94,0.67,30.08,8.49
30537,35077,2023-02-02 06:00:00,24.89,56.92,1.28,0.66,29.42,8.81
30538,35078,2023-02-02 07:00:00,28.3,54.24,0.74,0.67,22.06,8.63
30539,35079,2023-02-02 08:00:00,27.98,58.63,0.65,0.66,30.27,8.1
30540,35080,2023-02-02 09:00:00,28.74,64.08,2.3,0.67,27.95,6.54
30541,35081,2023-02-02 10:00:00,26.82,70.01,3.17,0.68,29.36,5.5
30542,35082,2023-02-02 11:00:00,26.44,72.28,3.06,0.67,29.48,5.41
30543,35083,2023-02-02 12:00:00,25.55,69.48,2.41,0.67,30.14,5.57
30544,35084,2023-02-02 13:00:00,20.34,71.4,2.05,0.67,33.86,4.52
30545,35085,2023-02-02 14:00:00,19.65,66.55,2.25,0.65,32.48,5.01
30546,35086,2023-02-02 15:00:00,21.69,57.47,1.97,0.67,35.54,5.77
30547,35087,2023-02-02 16:00:00,18.82,52.72,2.16,0.67,34.03,5.16
30548,35088,2023-02-02 17:00:00,14.0,52.36,2.12,0.69,31.05,5.51
30549,35089,2023-02-02 18:00:00,15.71,53.76,1.75,0.67,31.31,10.46
30550,35090,2023-02-02 19:00:00,26.83,73.24,2.65,0.68,27.45,12.36
30551,35091,2023-02-02 20:00:00,33.77,112.8,2.19,0.67,22.64,11.8
30552,35092,2023-02-02 21:00:00,44.13,156.78,2.12,0.69,22.0,11.66
30553,35093,2023-02-02 22:00:00,53.58,197.33,1.76,0.66,22.0,11.5
30554,35094,2023-02-02 23:00:00,59.35,215.3,1.02,0.67,22.03,12.09
30555,35095,2023-02-03 00:00:00,64.68,193.34,0.8,0.66,22.68,10.2
30556,35096,2023-02-03 01:00:00,63.77,168.35,0.86,0.66,22.59,10.52
30557,35097,2023-02-03 02:00:00,56.63,152.31,1.04,0.67,24.47,9.76
30558,35098,2023-02-03 03:00:00,45.39,121.66,2.29,0.67,27.93,7.97
30559,35099,2023-02-03 04:00:00,36.49,90.5,2.0,0.67,28.35,7.96
30560,35100,2023-02-03 05:00:00,30.58,63.0,2.2,0.67,29.07,7.03
30561,35101,2023-02-03 06:00:00,25.73,50.09,1.97,0.67,27.81,7.65
30562,35102,2023-02-03 07:00:00,21.83,55.08,1.63,0.68,27.42,7.91
30563,35103,2023-02-03 08:00:00,24.89,58.12,1.47,0.67,26.44,7.65
30564,35104,2023-02-03 09:00:00,25.29,63.18,2.66,0.66,26.54,6.67
30565,35105,2023-02-03 10:00:00,22.44,67.2,4.26,0.68,26.53,5.91
30566,35106,2023-02-03 11:00:00,20.68,61.55,3.82,0.61,25.49,6.04
30567,35107,2023-02-03 12:00:00,17.88,59.34,2.02,0.24,29.34,6.23
30568,35108,2023-02-03 13:00:00,21.26,64.32,1.01,0.24,29.05,5.42
30569,35109,2023-02-03 14:00:00,23.24,63.91,0.71,0.22,30.31,6.07
30570,35110,2023-02-03 15:00:00,20.99,62.86,4.61,0.26,30.17,5.77
30571,35111,2023-02-03 16:00:00,22.69,63.62,11.05,0.26,26.96,5.99
30572,35112,2023-02-03 17:00:00,23.97,63.94,0.48,0.28,38.26,6.7
30573,35113,2023-02-03 18:00:00,23.75,65.66,0.89,0.64,31.48,9.15
30574,35114,2023-02-03 19:00:00,27.2,82.1,1.86,1.81,23.29,12.16
30575,35115,2023-02-03 20:00:00,35.22,108.75,1.67,1.48,20.44,12.41
30576,35116,2023-02-03 21:00:00,47.41,124.05,1.75,1.32,20.68,12.09
30577,35117,2023-02-03 22:00:00,54.15,132.47,1.46,1.44,20.09,12.45
30578,35118,2023-02-03 23:00:00,62.31,148.52,1.57,1.55,20.0,12.17
30579,35119,2023-02-04 00:00:00,76.28,163.56,1.43,1.42,20.31,11.79
30580,35120,2023-02-04 01:00:00,73.21,163.33,1.0,1.05,20.62,11.9
30581,35121,2023-02-04 02:00:00,74.23,164.38,0.85,0.77,20.5,12.03
30582,35122,2023-02-04 03:00:00,74.31,149.8,0.5,0.7,20.3,11.92
30583,35123,2023-02-04 04:00:00,60.44,135.09,0.64,0.48,21.8,11.19
30584,35124,2023-02-04 05:00:00,45.82,122.6,0.39,0.43,23.71,11.09
30585,35125,2023-02-04 06:00:00,39.34,110.43,0.53,0.58,23.02,11.35
30586,35126,2023-02-04 07:00:00,40.97,117.76,0.53,0.82,20.67,11.6
30587,35127,2023-02-04 08:00:00,42.91,132.34,1.83,0.66,20.84,11.29
30588,35128,2023-02-04 09:00:00,43.71,134.77,8.12,0.46,21.54,8.54
30589,35129,2023-02-04 10:00:00,41.29,126.69,7.02,0.36,21.93,6.78
30590,35130,2023-02-04 11:00:00,33.18,101.44,11.76,0.32,29.69,6.78
30591,35131,2023-02-04 12:00:00,25.27,78.48,11.46,0.29,34.53,6.83
30592,35132,2023-02-04 13:00:00,20.69,70.49,9.7,0.29,38.2,5.84
30593,35133,2023-02-04 14:00:00,20.82,66.74,1.36,0.27,36.03,4.97
30594,35134,2023-02-04 15:00:00,21.77,61.33,0.22,0.27,34.84,4.11
30595,35135,2023-02-04 16:00:00,18.48,52.16,0.14,0.28,31.11,4.5
30596,35136,2023-02-04 17:00:00,17.67,52.91,0.92,0.32,38.22,5.77
30597,35137,2023-02-04 18:00:00,20.09,60.58,2.38,1.44,30.55,10.88
30598,35138,2023-02-04 19:00:00,26.5,83.48,2.54,2.33,24.2,11.88
30599,35139,2023-02-04 20:00:00,38.45,128.06,2.16,2.69,20.97,12.04
30600,35140,2023-02-04 21:00:00,54.28,178.6,1.72,2.27,20.16,12.08
30601,35141,2023-02-04 22:00:00,64.99,195.96,1.08,1.48,20.02,12.24
30602,35142,2023-02-04 23:00:00,67.76,185.42,1.05,1.64,20.0,11.96
30603,35143,2023-02-05 00:00:00,75.25,176.12,0.82,1.67,20.25,12.13
30604,35144,2023-02-05 01:00:00,80.66,180.05,0.68,1.15,20.16,12.1
30605,35145,2023-02-05 02:00:00,76.58,171.56,0.22,0.76,28.29,11.45
30606,35146,2023-02-05 03:00:00,70.37,145.97,0.25,0.7,31.4,11.1
30607,35147,2023-02-05 04:00:00,61.7,128.66,0.22,0.6,28.34,10.91
30608,35148,2023-02-05 05:00:00,54.25,118.44,0.27,0.61,21.63,10.84
30609,35149,2023-02-05 06:00:00,54.88,105.57,0.41,0.65,32.2,10.59
30610,35150,2023-02-05 07:00:00,56.31,100.47,0.3,0.65,30.18,10.71
30611,35151,2023-02-05 08:00:00,52.18,99.28,0.63,0.62,29.93,10.13
30612,35152,2023-02-05 09:00:00,49.85,105.4,4.67,0.53,30.07,9.11
30613,35153,2023-02-05 10:00:00,44.82,102.46,4.91,0.39,30.3,7.41
30614,35154,2023-02-05 11:00:00,33.79,90.79,3.17,0.34,29.2,6.39
30615,35155,2023-02-05 12:00:00,24.28,75.42,2.3,0.3,29.92,6.02
30616,35156,2023-02-05 13:00:00,18.19,62.65,20.16,0.27,29.29,6.23
30617,35157,2023-02-05 14:00:00,15.32,59.14,59.4,0.26,30.07,7.46
30618,35158,2023-02-05 15:00:00,13.2,54.53,8.24,0.27,30.13,5.09
30619,35159,2023-02-05 16:00:00,13.62,52.15,4.11,0.25,29.53,5.26
