,Unnamed: 0,From Date,PM2.5 (ug/m3),PM10 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),NO2 (ug/m3)
21361,24843,2021-12-02 20:00:00,18.0,30.28,1.18,0.48,5.31,6.97
21362,24844,2021-12-02 21:00:00,18.24,32.64,1.66,0.48,2.5,10.75
21363,24845,2021-12-02 22:00:00,18.66,33.46,1.61,0.48,1.38,12.51
21364,24846,2021-12-02 23:00:00,21.56,29.18,1.37,0.47,1.39,12.13
21365,24847,2021-12-03 00:00:00,20.31,30.8,1.03,0.47,1.37,12.57
21366,24848,2021-12-03 01:00:00,19.42,28.2,1.5,0.47,1.39,12.99
21367,24849,2021-12-03 02:00:00,24.0,29.9,1.69,0.48,1.4,12.59
21368,24850,2021-12-03 03:00:00,25.73,29.5,1.0,0.47,1.38,12.41
21369,24851,2021-12-03 04:00:00,19.14,31.67,1.44,0.46,1.39,12.62
21370,24852,2021-12-03 05:00:00,15.38,27.18,1.97,0.46,1.39,12.49
21371,24853,2021-12-03 06:00:00,14.73,25.84,2.34,0.47,1.56,11.17
21372,24854,2021-12-03 07:00:00,17.91,24.63,1.81,0.49,3.29,7.51
21373,24855,2021-12-03 08:00:00,25.29,27.29,1.87,0.5,8.15,7.37
21374,24856,2021-12-03 09:00:00,19.93,29.16,2.27,0.5,14.34,7.47
21375,24857,2021-12-03 10:00:00,23.69,30.4,2.46,0.5,18.0,12.88
21376,24858,2021-12-03 11:00:00,26.02,40.69,2.13,0.51,26.25,14.84
21377,24859,2021-12-03 12:00:00,35.09,45.29,1.69,0.51,28.23,14.68
21378,24860,2021-12-03 13:00:00,34.72,48.29,1.97,0.52,28.27,13.13
21379,24861,2021-12-03 14:00:00,32.11,53.37,1.32,0.55,28.31,11.39
21380,24862,2021-12-03 15:00:00,35.16,53.36,0.15,0.56,23.67,11.56
21381,24863,2021-12-03 16:00:00,38.42,56.95,1.01,0.54,16.62,11.16
21382,24864,2021-12-03 17:00:00,37.56,63.3,2.52,0.58,11.81,11.15
21383,24865,2021-12-03 18:00:00,42.3,69.51,2.08,0.65,5.27,20.29
21384,24866,2021-12-03 19:00:00,42.32,75.68,1.87,0.59,4.17,22.52
21385,24867,2021-12-03 20:00:00,47.03,73.34,2.34,0.57,2.31,22.67
21386,24868,2021-12-03 21:00:00,42.2,77.06,3.25,0.56,1.92,16.39
21387,24869,2021-12-03 22:00:00,45.08,75.41,3.31,0.52,1.62,11.13
21388,24870,2021-12-03 23:00:00,43.72,62.67,3.61,0.52,1.59,11.32
21389,24871,2021-12-04 00:00:00,38.25,55.36,3.04,0.49,1.6,11.48
21390,24872,2021-12-04 01:00:00,39.91,50.28,4.84,0.49,1.59,10.96
21391,24873,2021-12-04 02:00:00,41.13,54.53,2.77,0.49,1.63,11.46
21392,24874,2021-12-04 03:00:00,36.18,51.39,1.88,0.49,1.63,11.09
21393,24875,2021-12-04 04:00:00,34.21,45.19,4.17,0.48,1.65,11.3
21394,24876,2021-12-04 05:00:00,34.12,44.17,4.75,0.49,1.65,11.46
21395,24877,2021-12-04 06:00:00,32.69,46.05,2.9,0.52,2.1,7.94
21396,24878,2021-12-04 07:00:00,33.35,43.03,1.64,0.55,3.92,6.77
21397,24879,2021-12-04 08:00:00,32.61,48.8,2.0,0.57,7.97,6.78
21398,24880,2021-12-04 09:00:00,31.7,52.95,1.96,0.58,16.73,6.74
21399,24881,2021-12-04 10:00:00,32.82,52.28,2.14,0.57,26.57,12.17
21400,24882,2021-12-04 11:00:00,41.96,63.28,1.87,0.58,31.03,13.62
21401,24883,2021-12-04 12:00:00,44.67,79.07,2.16,0.6,32.32,13.37
21402,24884,2021-12-04 13:00:00,49.92,79.13,1.88,0.61,32.33,10.65
21403,24885,2021-12-04 14:00:00,49.12,77.29,1.09,0.62,32.27,10.31
21404,24886,2021-12-04 15:00:00,62.3,80.37,1.83,0.6,30.45,10.44
21405,24887,2021-12-04 16:00:00,61.95,81.28,4.44,0.58,24.03,10.02
21406,24888,2021-12-04 17:00:00,61.44,79.62,2.73,0.68,20.33,10.33
21407,24889,2021-12-04 18:00:00,60.14,93.75,0.46,0.8,11.35,10.08
21408,24890,2021-12-04 19:00:00,61.15,102.03,0.97,0.73,4.78,19.33
21409,24891,2021-12-04 20:00:00,63.67,105.49,2.02,0.72,2.27,33.81
21410,24892,2021-12-04 21:00:00,67.07,106.87,1.8,0.79,1.85,24.8
21411,24893,2021-12-04 22:00:00,68.02,106.02,1.52,1.01,1.17,11.48
21412,24894,2021-12-04 23:00:00,72.25,125.09,2.44,1.04,1.15,11.4
21413,24895,2021-12-05 00:00:00,88.86,174.07,2.54,0.94,1.19,11.42
21414,24896,2021-12-05 01:00:00,88.07,183.08,1.88,0.83,1.17,11.31
21415,24897,2021-12-05 02:00:00,89.1,157.47,1.09,0.71,1.17,11.14
21416,24898,2021-12-05 03:00:00,77.7,109.66,1.88,0.61,1.18,11.41
21417,24899,2021-12-05 04:00:00,74.6,104.27,1.99,0.63,1.17,11.35
21418,24900,2021-12-05 05:00:00,68.76,102.51,0.79,0.63,1.14,11.47
21419,24901,2021-12-05 06:00:00,73.17,102.29,1.2,0.6,1.16,11.43
21420,24902,2021-12-05 07:00:00,72.16,101.17,1.86,0.62,2.31,9.69
21421,24903,2021-12-05 08:00:00,71.73,95.9,1.9,0.63,6.28,8.08
21422,24904,2021-12-05 09:00:00,66.85,94.1,0.93,0.62,13.43,7.87
21423,24905,2021-12-05 10:00:00,69.98,87.39,1.22,0.58,23.74,11.6
21424,24906,2021-12-05 11:00:00,66.92,88.47,2.31,0.57,32.39,13.72
21425,24907,2021-12-05 12:00:00,65.39,87.84,2.14,0.56,35.32,13.24
21426,24908,2021-12-05 13:00:00,62.81,84.85,1.54,0.58,35.34,13.74
21427,24909,2021-12-05 14:00:00,59.97,89.72,2.06,0.58,35.29,13.97
21428,24910,2021-12-05 15:00:00,62.59,94.2,3.22,0.58,31.05,12.21
21429,24911,2021-12-05 16:00:00,63.73,89.18,2.83,0.6,23.74,11.58
21430,24912,2021-12-05 17:00:00,61.87,90.13,2.05,0.71,17.27,11.33
21431,24913,2021-12-05 18:00:00,70.43,109.74,3.03,1.22,12.77,20.44
21432,24914,2021-12-05 19:00:00,72.59,168.51,4.54,1.69,4.24,45.79
21433,24915,2021-12-05 20:00:00,92.2,349.36,3.26,1.65,4.28,45.99
21434,24916,2021-12-05 21:00:00,107.01,311.78,1.55,0.72,3.0,22.87
21435,24917,2021-12-05 22:00:00,88.12,111.25,2.06,0.7,2.3,11.42
21436,24918,2021-12-05 23:00:00,82.49,85.15,2.87,0.79,2.25,11.31
21437,24919,2021-12-06 00:00:00,80.89,110.24,1.19,0.64,2.23,11.43
21438,24920,2021-12-06 01:00:00,69.85,104.15,1.31,0.59,2.28,11.33
21439,24921,2021-12-06 02:00:00,56.85,70.29,2.05,0.59,2.24,11.5
21440,24922,2021-12-06 03:00:00,53.09,76.3,2.4,0.6,2.35,11.49
21441,24923,2021-12-06 04:00:00,54.45,78.63,1.12,0.58,2.23,11.2
21442,24925,2021-12-06 06:00:00,60.87,80.91,2.14,0.64,2.3,9.34
21443,24926,2021-12-06 07:00:00,56.24,88.69,2.44,0.85,3.49,6.85
21444,24927,2021-12-06 08:00:00,70.22,97.89,1.02,0.75,7.54,6.75
21445,24928,2021-12-06 09:00:00,71.22,102.69,1.39,0.66,17.76,6.73
21446,24929,2021-12-06 10:00:00,66.2,102.09,2.79,0.56,29.31,6.79
21447,24930,2021-12-06 11:00:00,56.6,96.89,20.17,0.53,31.55,9.62
21448,24931,2021-12-06 12:00:00,50.62,86.69,17.82,0.52,35.35,13.77
21449,24932,2021-12-06 13:00:00,43.5,75.62,9.1,0.52,35.34,13.51
21450,24933,2021-12-06 14:00:00,39.29,73.76,5.76,0.51,35.34,13.7
21451,24934,2021-12-06 15:00:00,38.02,67.46,12.25,0.54,35.37,14.15
21452,24935,2021-12-06 16:00:00,34.58,57.48,13.4,0.51,24.31,9.84
21453,24936,2021-12-06 17:00:00,27.88,58.08,6.09,0.76,16.31,10.51
21454,24937,2021-12-06 18:00:00,25.21,85.47,5.23,1.11,8.88,10.25
21455,24938,2021-12-06 19:00:00,34.29,124.85,3.57,1.06,4.36,10.29
21456,24939,2021-12-06 20:00:00,38.37,126.71,3.23,1.03,4.26,10.36
21457,24940,2021-12-06 21:00:00,58.53,138.65,2.71,1.16,1.32,14.83
21458,24941,2021-12-06 22:00:00,71.73,142.25,4.5,0.88,0.46,15.57
21459,24943,2021-12-07 00:00:00,62.16,126.07,2.56,0.6,0.46,15.75
21460,24944,2021-12-07 01:00:00,57.09,109.72,3.92,0.54,0.46,16.29
21461,24945,2021-12-07 02:00:00,52.88,101.19,4.49,0.55,0.46,15.79
21462,24946,2021-12-07 03:00:00,50.88,94.19,2.44,0.57,0.46,15.98
21463,24947,2021-12-07 04:00:00,55.06,85.27,2.36,0.55,0.46,15.88
21464,24948,2021-12-07 05:00:00,54.45,78.16,4.42,0.55,0.46,16.08
21465,24949,2021-12-07 06:00:00,57.68,78.44,4.39,0.56,1.35,13.61
21466,24950,2021-12-07 07:00:00,59.89,82.36,2.99,0.6,3.86,11.34
21467,24951,2021-12-07 08:00:00,53.17,80.14,2.63,0.61,8.59,11.68
21468,24952,2021-12-07 09:00:00,54.09,82.69,4.52,0.59,15.34,11.88
21469,24954,2021-12-07 11:00:00,54.61,74.28,2.19,0.54,31.83,16.61
21470,24955,2021-12-07 12:00:00,56.61,72.24,1.53,0.54,35.29,16.72
21471,24956,2021-12-07 13:00:00,49.41,73.81,2.73,0.55,35.32,17.63
21472,24957,2021-12-07 14:00:00,47.08,77.34,2.45,0.58,35.24,16.44
21473,24958,2021-12-07 15:00:00,38.84,67.74,0.31,0.54,30.28,11.41
21474,24959,2021-12-07 16:00:00,43.97,64.74,1.17,0.52,24.33,11.74
21475,24960,2021-12-07 17:00:00,44.12,75.42,2.76,0.6,17.21,11.45
21476,24961,2021-12-07 18:00:00,45.73,85.94,4.3,1.31,9.32,11.37
21477,24962,2021-12-07 19:00:00,45.87,104.47,4.23,1.58,3.8,19.94
21478,24963,2021-12-07 20:00:00,54.17,140.42,3.84,1.28,2.31,47.58
21479,24964,2021-12-07 21:00:00,61.59,147.19,4.18,1.09,1.86,31.05
21480,24965,2021-12-07 22:00:00,57.83,145.45,3.75,0.84,1.15,11.03
21481,24966,2021-12-07 23:00:00,59.09,126.85,3.23,0.69,1.16,11.27
21482,24967,2021-12-08 00:00:00,54.42,115.09,3.46,0.59,1.14,11.51
21483,24968,2021-12-08 01:00:00,54.34,103.61,4.03,0.57,1.15,11.27
21484,24969,2021-12-08 02:00:00,49.2,95.81,3.45,0.56,1.15,11.56
21485,24970,2021-12-08 03:00:00,46.72,72.44,3.35,0.55,1.1,11.75
21486,24971,2021-12-08 04:00:00,45.97,69.25,3.36,0.53,1.16,11.45
21487,24972,2021-12-08 05:00:00,39.93,70.28,3.58,0.55,1.18,11.54
21488,24973,2021-12-08 06:00:00,42.33,69.1,3.27,0.56,1.94,8.49
21489,24974,2021-12-08 07:00:00,45.08,62.29,2.93,0.58,5.71,6.81
21490,24975,2021-12-08 08:00:00,49.92,72.15,2.6,0.61,9.05,6.72
21491,24976,2021-12-08 09:00:00,51.96,74.38,3.04,0.56,18.25,6.91
21492,24977,2021-12-08 10:00:00,48.27,70.32,3.65,0.54,21.92,10.41
21493,24978,2021-12-08 11:00:00,47.77,71.49,3.45,0.53,28.59,13.53
21494,24979,2021-12-08 12:00:00,43.48,72.81,3.34,0.52,35.3,13.62
21495,24980,2021-12-08 13:00:00,39.45,69.45,3.02,0.53,35.3,13.49
21496,24981,2021-12-08 14:00:00,33.34,66.24,1.19,0.5,35.28,12.64
21497,24982,2021-12-08 15:00:00,34.39,59.54,1.81,0.5,29.43,9.25
21498,24983,2021-12-08 16:00:00,33.04,62.57,3.64,0.54,21.91,9.47
21499,24984,2021-12-08 17:00:00,37.22,64.75,2.13,0.71,15.25,9.08
21500,24985,2021-12-08 18:00:00,44.78,83.62,4.62,1.19,7.71,22.52
21501,24986,2021-12-08 19:00:00,52.89,114.29,4.41,1.25,4.27,47.37
21502,24987,2021-12-08 20:00:00,54.58,140.6,5.16,1.06,3.3,57.53
21503,24988,2021-12-08 21:00:00,56.83,129.9,4.63,0.67,2.33,33.52
21504,24989,2021-12-08 22:00:00,51.69,110.4,3.5,0.7,1.34,11.59
21505,24990,2021-12-08 23:00:00,48.46,101.06,5.05,0.71,1.35,11.3
21506,24991,2021-12-09 00:00:00,50.96,97.57,3.39,0.57,1.38,11.5
21507,24992,2021-12-09 01:00:00,46.6,88.23,3.13,0.57,1.41,11.41
21508,24993,2021-12-09 02:00:00,44.74,75.19,4.08,0.55,1.37,11.49
21509,24994,2021-12-09 03:00:00,35.58,69.32,3.89,0.53,1.41,11.6
21510,24995,2021-12-09 04:00:00,39.22,63.77,4.73,0.54,1.39,11.38
21511,24996,2021-12-09 05:00:00,29.8,61.85,6.27,0.54,1.39,11.57
21512,24997,2021-12-09 06:00:00,27.72,57.85,6.22,0.54,1.39,11.3
21513,24998,2021-12-09 07:00:00,35.36,58.93,5.51,0.57,4.23,6.67
21514,24999,2021-12-09 08:00:00,37.62,66.66,5.87,0.58,9.06,6.82
21515,25000,2021-12-09 09:00:00,39.77,68.53,6.06,0.56,16.62,6.93
21516,25001,2021-12-09 10:00:00,38.78,74.09,6.77,0.54,23.87,6.84
21517,25002,2021-12-09 11:00:00,40.54,72.11,5.74,0.53,28.26,6.72
21518,25003,2021-12-09 12:00:00,44.63,72.78,4.29,0.51,37.36,6.98
21519,25004,2021-12-09 13:00:00,41.68,69.12,4.17,0.51,37.28,6.76
21520,25005,2021-12-09 14:00:00,40.69,67.16,4.24,0.5,37.33,6.97
21521,25006,2021-12-09 15:00:00,36.71,61.33,4.54,0.5,31.45,11.41
21522,25007,2021-12-09 16:00:00,35.75,67.53,3.62,0.51,24.3,12.7
21523,25008,2021-12-09 17:00:00,33.46,70.81,3.66,0.56,19.11,12.6
21524,25009,2021-12-09 18:00:00,33.19,81.41,3.91,0.67,12.32,12.31
21525,25010,2021-12-09 19:00:00,38.82,86.86,3.84,0.81,8.9,26.26
21526,25011,2021-12-09 20:00:00,32.94,97.75,3.32,0.7,4.28,45.52
21527,25012,2021-12-09 21:00:00,41.9,100.39,3.64,0.6,2.65,26.82
21528,25013,2021-12-09 22:00:00,45.71,87.81,4.19,0.59,1.36,11.53
21529,25014,2021-12-09 23:00:00,35.44,87.68,4.62,0.57,1.33,11.52
21530,25015,2021-12-10 00:00:00,42.64,83.01,4.13,0.54,1.36,11.32
21531,25016,2021-12-10 01:00:00,40.31,77.76,3.65,0.55,1.38,11.55
21532,25017,2021-12-10 02:00:00,42.2,73.96,3.22,0.54,1.37,11.55
21533,25018,2021-12-10 03:00:00,41.44,74.22,3.35,0.54,1.41,11.52
21534,25019,2021-12-10 04:00:00,40.16,65.6,2.92,0.54,1.41,11.39
21535,25020,2021-12-10 05:00:00,38.28,66.38,3.45,0.54,1.39,11.1
21536,25021,2021-12-10 06:00:00,37.65,68.64,3.12,0.54,2.23,7.57
21537,25022,2021-12-10 07:00:00,37.8,63.42,2.94,0.56,4.36,7.99
21538,25023,2021-12-10 08:00:00,42.01,68.79,3.12,0.58,8.39,7.92
21539,25024,2021-12-10 09:00:00,46.37,74.82,5.07,0.56,16.21,7.84
21540,25025,2021-12-10 10:00:00,49.47,81.54,5.72,0.54,26.93,11.75
21541,25026,2021-12-10 11:00:00,45.5,80.35,6.3,0.53,37.74,14.53
21542,25027,2021-12-10 12:00:00,39.42,79.66,5.06,0.52,41.28,14.88
21543,25028,2021-12-10 13:00:00,40.28,72.58,3.54,0.51,41.25,11.25
21544,25029,2021-12-10 14:00:00,41.97,71.52,5.17,0.51,41.27,11.06
21545,25030,2021-12-10 15:00:00,44.63,71.81,5.29,0.52,32.37,10.78
21546,25031,2021-12-10 16:00:00,35.7,72.07,4.47,0.52,23.65,11.36
21547,25032,2021-12-10 17:00:00,43.11,74.71,4.46,0.7,16.57,11.54
21548,25034,2021-12-10 19:00:00,46.8,101.81,3.65,0.91,5.97,11.46
21549,25035,2021-12-10 20:00:00,49.28,108.99,1.94,1.18,4.34,11.28
21550,25036,2021-12-10 21:00:00,52.83,115.91,1.33,0.98,3.91,11.46
21551,25037,2021-12-10 22:00:00,53.91,122.35,3.68,0.95,2.33,11.45
21552,25038,2021-12-10 23:00:00,59.89,124.28,3.41,0.68,2.25,11.06
21553,25039,2021-12-11 00:00:00,62.84,112.22,6.16,0.59,2.25,11.46
21554,25040,2021-12-11 01:00:00,55.82,100.16,5.1,0.57,2.21,11.48
21555,25041,2021-12-11 02:00:00,53.97,86.19,3.32,0.55,2.24,11.09
21556,25042,2021-12-11 03:00:00,48.33,75.55,5.16,0.54,2.32,11.33
21557,25043,2021-12-11 04:00:00,40.18,66.41,4.41,0.54,2.19,11.57
21558,25044,2021-12-11 05:00:00,40.26,63.77,6.46,0.52,2.27,11.21
21559,25045,2021-12-11 06:00:00,36.66,55.28,3.61,0.56,2.58,10.83
21560,25046,2021-12-11 07:00:00,40.04,54.07,2.92,0.57,6.32,7.01
21561,25047,2021-12-11 08:00:00,41.28,63.96,7.53,0.6,13.07,7.13
21562,25048,2021-12-11 09:00:00,40.28,67.69,8.02,0.57,17.35,6.65
21563,25049,2021-12-11 10:00:00,50.32,69.02,6.99,0.54,25.28,6.94
21564,25050,2021-12-11 11:00:00,39.17,66.46,6.52,0.54,34.28,6.91
21565,25051,2021-12-11 12:00:00,34.57,62.61,3.03,0.54,34.28,6.64
21566,25052,2021-12-11 13:00:00,35.49,61.68,1.35,0.5,34.28,6.73
21567,25053,2021-12-11 14:00:00,35.35,64.33,3.76,0.5,34.32,6.89
21568,25054,2021-12-11 15:00:00,38.8,65.42,7.41,0.51,29.46,11.3
21569,25055,2021-12-11 16:00:00,34.78,60.46,6.28,0.52,23.54,11.05
21570,25056,2021-12-11 17:00:00,30.32,58.85,3.96,0.55,17.84,11.55
21571,25057,2021-12-11 18:00:00,35.04,65.52,1.12,0.95,12.59,11.25
21572,25058,2021-12-11 19:00:00,41.56,82.18,4.56,1.41,4.33,11.38
21573,25059,2021-12-11 20:00:00,56.28,106.87,4.62,1.18,4.37,11.45
21574,25060,2021-12-11 21:00:00,60.51,116.42,4.99,1.25,4.35,11.05
21575,25061,2021-12-11 22:00:00,55.69,120.81,5.07,0.72,1.36,11.54
21576,25062,2021-12-11 23:00:00,56.71,118.06,6.14,0.76,1.34,11.32
21577,25063,2021-12-12 00:00:00,53.9,114.96,6.02,0.86,1.39,11.11
21578,25064,2021-12-12 01:00:00,64.12,123.53,5.96,0.61,1.35,11.23
21579,25065,2021-12-12 02:00:00,49.69,104.03,5.79,0.59,1.38,11.06
21580,25066,2021-12-12 03:00:00,52.82,87.8,5.3,0.57,1.34,11.03
21581,25067,2021-12-12 04:00:00,49.98,75.95,7.08,0.56,1.38,11.44
21582,25068,2021-12-12 05:00:00,46.02,67.44,7.43,0.56,1.62,10.29
21583,25069,2021-12-12 06:00:00,43.68,58.92,6.68,0.58,2.33,6.99
21584,25070,2021-12-12 07:00:00,35.86,63.63,6.62,0.58,3.17,6.83
21585,25071,2021-12-12 08:00:00,40.27,64.39,5.51,0.6,6.31,6.91
21586,25072,2021-12-12 09:00:00,47.42,66.66,8.79,0.59,9.66,6.79
21587,25073,2021-12-12 10:00:00,43.6,65.74,7.27,0.57,24.34,14.62
21588,25074,2021-12-12 11:00:00,43.66,66.01,7.59,0.56,35.29,15.04
21589,25075,2021-12-12 12:00:00,44.75,68.16,12.38,0.56,40.87,14.95
21590,25076,2021-12-12 13:00:00,47.1,70.0,57.68,0.55,41.23,14.65
21591,25077,2021-12-12 14:00:00,40.59,70.77,10.6,0.51,41.2,14.53
21592,25078,2021-12-12 15:00:00,37.93,72.3,10.01,0.51,32.57,15.06
21593,25079,2021-12-12 16:00:00,43.02,65.51,11.36,0.54,25.73,14.71
21594,25080,2021-12-12 17:00:00,42.01,69.4,10.91,0.61,20.37,14.57
21595,25081,2021-12-12 18:00:00,44.88,72.16,10.25,0.93,16.12,15.04
21596,25082,2021-12-12 19:00:00,45.09,94.4,7.55,1.64,5.95,40.87
21597,25083,2021-12-12 20:00:00,55.32,131.06,6.97,1.67,3.27,47.92
21598,25084,2021-12-12 21:00:00,66.42,154.47,7.44,1.23,1.99,22.2
21599,25085,2021-12-12 22:00:00,71.3,151.04,7.01,0.84,1.41,11.43
21600,25086,2021-12-12 23:00:00,70.44,136.25,6.87,0.68,1.36,11.55
21601,25087,2021-12-13 00:00:00,63.59,105.54,4.37,0.63,1.4,11.99
21602,25088,2021-12-13 01:00:00,57.14,94.49,6.54,0.61,1.35,11.1
21603,25089,2021-12-13 02:00:00,55.82,85.66,6.23,0.63,1.41,10.91
21604,25090,2021-12-13 03:00:00,53.31,82.69,6.27,0.64,1.39,11.59
21605,25091,2021-12-13 04:00:00,57.55,86.23,4.9,0.64,1.41,11.76
21606,25092,2021-12-13 05:00:00,56.05,94.16,4.16,0.63,1.39,11.43
21607,25093,2021-12-13 06:00:00,57.02,95.73,4.97,0.62,2.04,8.46
21608,25094,2021-12-13 07:00:00,55.06,93.03,6.02,0.62,4.28,8.25
21609,25095,2021-12-13 08:00:00,50.34,88.24,5.9,0.68,8.06,7.7
21610,25096,2021-12-13 09:00:00,57.13,93.5,5.38,0.65,17.08,7.73
21611,25098,2021-12-13 11:00:00,54.31,87.03,4.79,0.61,36.3,7.81
21612,25099,2021-12-13 12:00:00,59.54,95.29,6.46,0.65,36.28,8.0
21613,25100,2021-12-13 13:00:00,61.77,98.11,6.26,0.61,36.31,7.9
21614,25101,2021-12-13 14:00:00,64.13,98.58,7.07,0.63,36.25,8.21
21615,25102,2021-12-13 15:00:00,56.35,86.71,7.03,0.64,33.3,8.17
21616,25103,2021-12-13 16:00:00,53.13,85.63,5.6,0.65,26.06,7.6
21617,25104,2021-12-13 17:00:00,50.5,93.63,5.5,0.76,17.19,8.05
21618,25105,2021-12-13 18:00:00,49.76,100.7,5.98,1.06,13.61,8.05
21619,25106,2021-12-13 19:00:00,53.84,122.8,6.17,0.75,7.24,7.79
21620,25107,2021-12-13 20:00:00,46.06,113.59,7.16,0.76,2.34,7.92
21621,25108,2021-12-13 21:00:00,47.32,107.08,6.89,0.75,2.13,8.08
21622,25109,2021-12-13 22:00:00,52.17,107.76,6.67,0.73,1.3,8.05
21623,25110,2021-12-13 23:00:00,49.78,105.95,7.48,0.7,1.26,8.0
21624,25111,2021-12-14 00:00:00,56.79,98.74,7.84,0.7,1.29,7.89
21625,25112,2021-12-14 01:00:00,50.12,91.51,6.78,0.68,1.28,7.82
21626,25113,2021-12-14 02:00:00,41.67,86.51,4.88,0.66,1.28,7.85
21627,25114,2021-12-14 03:00:00,42.38,76.73,4.91,0.64,1.28,7.93
21628,25115,2021-12-14 04:00:00,35.06,66.15,6.31,0.65,1.27,8.05
21629,25116,2021-12-14 05:00:00,40.24,63.12,6.68,0.69,1.27,8.05
21630,25117,2021-12-14 06:00:00,39.94,55.88,5.83,0.73,1.24,8.48
21631,25118,2021-12-14 07:00:00,48.03,70.17,4.53,0.84,1.29,8.01
21632,25119,2021-12-14 08:00:00,54.16,106.58,4.06,0.83,1.29,7.81
21633,25120,2021-12-14 09:00:00,65.38,127.07,5.98,0.79,8.06,7.89
21634,25121,2021-12-14 10:00:00,67.35,126.86,7.81,0.66,23.32,8.04
21635,25122,2021-12-14 11:00:00,47.48,101.99,7.77,0.64,29.35,8.05
21636,25123,2021-12-14 12:00:00,34.66,73.16,5.05,0.67,29.34,7.92
21637,25124,2021-12-14 13:00:00,29.74,71.1,3.3,0.66,29.32,7.97
21638,25125,2021-12-14 14:00:00,27.06,61.82,2.48,0.63,29.33,7.92
21639,25126,2021-12-14 15:00:00,24.24,57.15,4.87,0.65,28.04,8.75
21640,25127,2021-12-14 16:00:00,23.79,53.05,2.93,0.68,21.93,11.47
21641,25128,2021-12-14 17:00:00,20.16,53.23,1.33,0.77,12.23,11.62
21642,25129,2021-12-14 18:00:00,27.17,68.03,2.22,1.05,4.26,10.96
21643,25130,2021-12-14 19:00:00,34.48,135.49,2.05,1.1,2.39,11.11
21644,25131,2021-12-14 20:00:00,35.43,163.55,0.95,0.99,2.33,11.22
21645,25132,2021-12-14 21:00:00,38.04,140.51,0.2,0.88,2.32,11.28
21646,25133,2021-12-14 22:00:00,45.52,128.41,0.21,0.83,2.3,11.47
21647,25134,2021-12-14 23:00:00,46.74,107.65,0.5,0.83,2.42,11.45
21648,25135,2021-12-15 00:00:00,53.59,108.31,0.84,0.77,2.26,11.39
21649,25136,2021-12-15 01:00:00,53.65,100.62,0.24,0.73,2.27,11.48
21650,25137,2021-12-15 02:00:00,48.04,90.95,0.01,0.71,2.3,11.41
21651,25139,2021-12-15 04:00:00,41.42,82.83,0.12,0.68,2.32,11.26
21652,25140,2021-12-15 05:00:00,42.96,74.9,0.46,0.68,2.25,11.41
21653,25141,2021-12-15 06:00:00,50.03,71.36,0.95,0.7,2.31,11.44
21654,25143,2021-12-15 08:00:00,44.69,74.63,0.49,0.74,9.09,14.94
21655,25144,2021-12-15 09:00:00,44.2,80.07,3.19,0.71,17.38,14.59
21656,25145,2021-12-15 10:00:00,46.77,84.32,4.12,0.72,21.76,14.87
21657,25146,2021-12-15 11:00:00,50.84,82.3,5.21,0.69,34.84,14.75
21658,25147,2021-12-15 12:00:00,46.7,81.63,4.38,0.68,35.33,13.99
21659,25148,2021-12-15 13:00:00,49.92,81.41,4.41,0.68,35.3,11.38
21660,25149,2021-12-15 14:00:00,48.6,78.42,15.15,0.64,35.3,11.41
21661,25150,2021-12-15 15:00:00,44.16,79.37,15.04,0.66,31.28,11.46
21662,25151,2021-12-15 16:00:00,40.52,82.47,8.59,0.71,24.64,11.58
21663,25152,2021-12-15 17:00:00,43.77,84.59,6.23,0.81,16.62,11.52
21664,25153,2021-12-15 18:00:00,45.47,101.55,1.75,0.95,7.28,33.43
21665,25154,2021-12-15 19:00:00,46.89,117.85,0.38,0.83,7.2,33.95
21666,25155,2021-12-15 20:00:00,40.43,110.68,2.46,0.77,2.27,22.63
21667,25156,2021-12-15 21:00:00,42.07,105.05,3.54,0.79,1.58,11.49
21668,25157,2021-12-15 22:00:00,43.62,102.57,2.85,0.73,1.61,11.59
21669,25158,2021-12-15 23:00:00,33.86,99.45,1.12,0.7,1.64,11.37
21670,25159,2021-12-16 00:00:00,23.99,87.4,0.04,0.69,1.61,11.04
21671,25160,2021-12-16 01:00:00,30.14,79.11,0.01,0.68,1.63,11.83
21672,25161,2021-12-16 02:00:00,35.21,72.9,0.48,0.67,1.66,11.25
21673,25162,2021-12-16 03:00:00,32.69,72.4,0.39,0.68,1.65,11.13
21674,25163,2021-12-16 04:00:00,32.6,67.11,0.29,0.68,1.62,11.69
21675,25164,2021-12-16 05:00:00,29.5,65.68,0.06,0.68,1.6,11.33
21676,25165,2021-12-16 06:00:00,42.25,69.48,0.06,0.72,1.85,9.89
21677,25166,2021-12-16 07:00:00,48.09,79.72,0.49,0.78,3.79,6.62
21678,25167,2021-12-16 08:00:00,55.16,81.07,1.03,0.88,7.54,6.57
21679,25168,2021-12-16 09:00:00,62.5,101.97,3.22,0.79,15.31,6.74
21680,25169,2021-12-16 10:00:00,63.01,109.62,4.84,0.79,30.16,11.34
21681,25170,2021-12-16 11:00:00,59.55,113.8,13.43,0.73,36.68,11.4
21682,25171,2021-12-16 12:00:00,54.82,111.31,7.14,0.7,37.35,11.4
21683,25172,2021-12-16 13:00:00,43.05,102.77,5.33,0.69,37.36,11.02
